,Severity Id,Issue Type Name,Threat Class,Security Risk,Cause
172,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
173,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
174,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
175,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
176,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
177,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
178,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
179,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
180,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
181,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
182,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
183,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
184,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
185,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
186,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
187,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
188,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
189,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
190,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
191,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
192,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
193,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
194,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
195,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
196,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
197,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
198,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
199,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
200,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
201,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
202,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
203,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
204,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
205,3.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
206,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
207,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
208,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
209,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
210,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
211,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
212,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
213,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
214,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
215,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
216,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
217,2.0,Authentication.Credentials.Unprotected,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
218,2.0,Authentication.Entity,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
219,2.0,Authentication.Entity,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
220,2.0,Authentication.Entity,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
221,2.0,Authentication.Entity,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
222,2.0,Authentication.Entity,Insufficient Authentication,It may be possible to bypass the web application's authentication mechanism,Insufficient authentication method was used by the application
223,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
224,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
225,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
226,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
227,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
228,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
229,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
230,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
231,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
232,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
233,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
234,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
235,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
236,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
237,2.0,Cross-Site Scripting,Cross-site Scripting,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
238,2.0,HTTP Response Splitting,HTTP Response Splitting,It is possible to deface the site content through web-cache poisoning,Sanitation of hazardous characters was not performed correctly on user input
239,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
240,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
241,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
242,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
243,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
244,2.0,Inappropriate Encoding for Output Context,Improper Output Handling,It is possible to execute arbitrary code on the Web application's clients,Sanitation of hazardous characters was not performed correctly on user input
245,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
246,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
247,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
248,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
249,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
250,2.0,Injection,Abuse of Functionality,,No validation was done in order to make sure that user input matches the data type expected
251,2.0,Open Redirect,URL Redirector Abuse,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
252,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
253,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
254,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
255,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
256,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
257,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
258,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
259,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
260,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
261,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
262,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
263,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
264,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
265,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
266,2.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
267,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
268,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
269,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
270,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
271,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
272,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
273,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
274,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
275,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
276,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
277,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
278,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
279,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
280,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
281,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
282,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
283,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
284,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
285,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
286,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
287,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
288,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
289,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
290,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
291,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
292,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
293,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
294,2.0,URL Validation Required,Content Spoofing,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
295,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
296,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
297,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
298,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
299,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
300,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
301,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
302,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
303,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
304,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
305,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
306,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
307,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
308,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
309,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
310,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
311,2.0,Validation Required,Insufficient Process Validation,It might be possible to undermine application logic,Insecure web application programming or configuration
312,1.0,Cryptography,Brute Force,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
313,1.0,Cryptography,Brute Force,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
314,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
315,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
316,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
317,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
318,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
319,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
320,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
321,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
322,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
323,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
324,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
325,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
326,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
327,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
328,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
329,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
330,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
331,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
332,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
333,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
334,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
335,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
336,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
337,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
338,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
339,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
340,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
341,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
342,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
343,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
344,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
345,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
346,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
347,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
348,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
349,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
350,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
351,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
352,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
353,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
354,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
355,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
356,1.0,Improper Handling of Exceptional Conditions,Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users"
